source_category,product_name,code,categories_tags,additives_n,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,rating
breakfast-cereals,Rice snaps,5057172220830,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:puffed-grains', 'en:puffed-cereals']",0,[],386.0,1.3,0.4,4.9,1.6,7.9,0.53,79
breakfast-cereals,High Protein Choco Crunch,29308217,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:crunchy-cereal-clusters', 'en:cereal-clusters-with-chocolate']",2,"['en:e306', 'en:e322', 'en:e322i']",419.0,14.5,2.7,4.5,18.8,23.7,0.43,77
breakfast-cereals,Special K dark chocolate,5059319026176,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:extruded-cereals', 'en:cereal-flakes-with-chocolate']",1,['en:e322'],423.333333333333,6.0,3.33333333333333,17.0,6.0,8.33333333333333,1.58333333333333,70
breakfast-cereals,NESTLE FITNESS Honey Flavour Fiber Cerealien,5900020043504,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:extruded-cereals', 'en:cereals-with-honey']",3,"['en:e160a', 'en:e306', 'en:e965', 'en:e965ii']",348.0,3.8,1.0,1.5,17.8,10.1,0.63,90
breakfast-cereals,Super nutty Granola,4056489852186,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:fats', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:mueslis']",0,[],466.0,18.5,2.3,13.5,2.9,11.3,0.01,54
breakfast-cereals,super berry granola,4056489852193,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:mueslis-with-fruits']",0,[],437.0,13.6,1.7,15.3,7.2,10.9,0.03,82
breakfast-cereals,Muesli chocolat noir et graines de lin,3760020503833,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:mueslis', 'en:mueslis-with-chocolate']",0,[],397.0,11.0,3.3,11.0,11.0,11.0,0.03,78
breakfast-cereals,Céréales cœur fondant,3560070800209,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:extruded-cereals', 'en:breakfast-cereals-rich-in-fibre', 'en:filled-cereals', 'en:breakfast-cereals-filled-with-chocolate-hazelnuts']",1,"['en:e322', 'en:e322i']",419.0,12.0,2.7,29.0,7.2,9.2,0.38,8
breakfast-cereals,Muesli croustillant fruits rouges,3421557501692,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:crunchy-mueslis', 'en:mueslis-with-fruits', 'en:crunchy-mueslis-with-fruits']",0,[],437.0,13.0,3.1,20.0,8.9,9.2,0.06,9
breakfast-cereals,Chocolat,3111900350342,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:mueslis', 'en:crunchy-mueslis', 'en:mueslis-with-chocolate', 'en:crunchy-mueslis-with-chocolate', 'en:crunchy-chocolate-muesli-fortified-with-vitamins-and-chemical-elements']",0,[],469.0,19.0,4.8,17.0,7.5,9.8,0.01,76
breakfast-cereals,Les Fourrées  -  Beurre de Cacahuète & Cacao,3770008009882,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:extruded-cereals', 'en:filled-cereals']",0,[],438.0,17.0,3.0,13.0,6.0,13.0,0.13,79
breakfast-cereals,Fiocchi d'avena integrale,8001120828958,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:rolled-flakes', 'en:rolled-oats']",0,[],385.0,8.5,1.4,1.0,10.0,12.0,0.0,61
breakfast-cereals,Super Berry Granola,4056489239888,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis']",0,[],421.0,10.8,1.3,17.2,6.5,11.3,0.03,76
breakfast-cereals,Muesli croustillant chocolat,3421557502774,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:mueslis', 'en:crunchy-mueslis', 'en:mueslis-with-chocolate', 'en:crunchy-mueslis-with-chocolate', 'en:crunchy-muesli-with-chocolate-not-fortified-with-vitamins-and-chemical-elements']",0,[],438.0,13.0,4.4,19.0,7.8,9.5,0.07,37
breakfast-cereals,Oat flakes rolled,4056489413455,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:rolled-flakes', 'en:rolled-oats']",0,[],364.0,5.7,1.0,0.7,8.5,12.0,0.0,90
breakfast-cereals,Apple & Berry No Added Sugar Granola,5010477364678,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis']",0,[],426.14723,18.0,3.5,9.8,9.8,18.0,0.02,46
breakfast-cereals,Muesli Bio Croustillant Amande Vanille,3111902100037,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:mueslis', 'en:cereals-with-nuts', 'en:mueslis-with-nuts']",0,[],458.0,18.0,1.7,16.0,5.7,9.2,0.01,45
breakfast-cereals,Stylesse Nature,3560071013196,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:extruded-cereals', 'en:extruded-flakes', 'en:breakfast-cereals-rich-in-fibre', 'en:mixed-cereal-flakes']",0,[],379.0,1.5,0.2,13.0,5.3,8.7,0.79,39
breakfast-cereals,Flocons d'Avoine,3564707116169,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:rolled-flakes', 'en:rolled-oats']",0,[],372.0,7.0,1.3,0.7,10.0,14.0,0.02,48
breakfast-cereals,Muesli CRISP 5 Fruits 500g,3250392415068,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:crunchy-mueslis', 'en:mueslis-with-fruits', 'fr:alimentos-e-bebidas-a-base-de-plantas', 'fr:alimentos-a-base-de-plantas', 'fr:cereais-com-frutos', 'fr:cereais-e-batatas', 'fr:cereais-e-seus-produtos', 'fr:cereias-para-pequeno-almocco', 'fr:mueslis-com-frutos', 'fr:pequenos-alomocos']",2,"['en:e220', 'en:e330']",426.0,13.6,6.4,21.4,7.4,8.8,0.17,85
breakfast-cereals,Fibra sticks,8480000602367,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:seeds', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereal-grains', 'en:bran', 'en:cereal-brans', 'en:wheat-brans']",0,[],342.0,3.3,0.6,10.0,33.0,16.0,0.88,66
breakfast-cereals,Protein Granola Apricot & Cranberry,4088600248783,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:mueslis-with-fruits']",0,[],441.0,16.3,2.7,18.3,6.0,26.5,0.91,36
breakfast-cereals,Crunchy Oat Granola Tropical Fruits,5010477346032,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:mueslis-with-fruits']",1,['en:e330'],426.0,13.0,4.4,22.0,6.2,10.0,0.05,90
breakfast-cereals,Original Cheerios,16000435094,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:specific-products', 'en:breakfast-cereals', 'en:products-for-specific-diets', 'en:products-without-gluten', 'en:extruded-cereals', 'en:breakfast-cereals-puffed-cereals-wholemeal-fortified-with-vitamins-and-chemical-elements']",2,"['en:e306', 'en:e340', 'en:e340iii']",359.0,6.41,1.28,5.13,10.3,12.8,1.22,41
breakfast-cereals,Rice Pops,251303,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:breakfast-cereals-fortified-with-vitamins-and-chemical-elements', 'en:sweet-breakfast-cereals', 'en:sweet-breakfast-cereals-fortified-with-vitamins-and-chemical-elements']",0,[],394.0,1.2,0.4,4.1,1.1,7.4,0.43,19
breakfast-cereals,Crisp Rice,4088600042268,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:puffed-grains', 'en:puffed-cereals']",0,[],387.0,1.33,0.333,5.0,1.67,8.0,0.525,48
breakfast-cereals,Babicao,8445290549754,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals']",0,[],385.0,2.3,0.8,30.3,6.1,10.5,0.1,11
breakfast-cereals,Nutty Granola,405249,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:mueslis', 'en:nutty-granola']",0,[],455.0,17.3,4.7,3.0,8.4,12.4,0.03,60
breakfast-cereals,Multigrain hoops,29308835,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:extruded-cereals']",0,[],382.0,2.6,0.5,16.4,8.5,9.3,0.45,90
breakfast-cereals,Granola super nutty,4056489694120,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:mueslis']",1,['en:e306'],475.0,21.7,2.9,11.9,7.0,11.0,0.01,27
breakfast-cereals,Protein Granola Berry,4061459823226,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:crunchy-cereal-clusters', 'en:cereal-clusters-with-fruits']",0,[],449.0,16.7,2.89,16.9,6.89,16.7,1.97,6
breakfast-cereals,Croustillant Nature,3560070792368,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:mueslis', 'en:cereal-flakes', 'en:crunchy-mueslis', 'en:crunchy-cereal-clusters', 'en:crunchy-mueslis-without-fruits']",0,[],447.0,13.0,1.4,16.0,8.1,8.9,0.01,64
breakfast-cereals,Choco Shells,20621377,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:extruded-cereals', 'en:chocolate-wheat-shells']",0,[],377.0,2.7,1.1,22.4,8.3,9.6,0.29,6
breakfast-cereals,granola,3564706604353,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:frozen-foods', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:mueslis', 'en:mueslis-with-chocolate']",3,"['en:e306', 'en:e322', 'en:e322i']",464.0,21.0,4.5,14.0,8.9,13.0,0.01,41
breakfast-cereals,Muesli fruits,3560071407506,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:bircher-style-mueslis', 'en:mueslis-with-fruits', 'en:bircher-style-mueslis-with-fruits']",1,"['en:e322', 'en:e322i']",366.0,6.9,1.0,13.0,9.9,10.0,0.02,47
breakfast-cereals,Apricot Wheats,5059319013442,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:extruded-cereals', 'en:filled-cereals']",3,"['en:e330', 'en:e422', 'en:e440']",377.0,1.5,0.2,16.0,7.9,8.8,0.02,60
breakfast-cereals,Malted Wheats,5000169632727,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:extruded-cereals']",0,[],361.0,1.7,0.4,10.6,10.9,11.3,0.42,55
breakfast-cereals,Special K Classic,5059319026053,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:extruded-cereals']",0,[],392.0,1.3,0.3,15.0,6.0,8.0,0.84,46
breakfast-cereals,Muesli Berries & Cherries,20472610,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:mueslis-with-fruits']",0,[],336.0,1.8,0.4,38.3,6.3,5.8,0.03,8
breakfast-cereals,Go Free Gluten Free Corn Flakes imp,5900020042538,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:extruded-cereals', 'en:extruded-flakes', 'en:corn-flakes']",0,[],382.0,1.4,0.5,8.8,4.2,7.4,1.33,11
breakfast-cereals,Flakes fruits rouges,4056489671442,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:flakes', 'en:cereal-flakes', 'en:extruded-cereals', 'en:extruded-flakes', 'en:breakfast-cereals-rich-in-fibre', 'en:cereal-flakes-with-fruits']",1,['en:e471'],370.0,2.2,0.5,13.4,8.0,8.7,0.48,11
breakfast-cereals,bran flakes harvest morn,4061464572706,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:extruded-cereals', 'en:extruded-flakes', 'en:extruded-wheat-flakes']",0,[],366.0,3.2,0.7,10.6,14.5,10.7,0.74,6
breakfast-cereals,MUESLI & Co 6 FRUITS SECS,3270190111108,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:bircher-style-mueslis', 'en:mueslis-with-fruits']",0,[],366.0,6.4,3.0,16.0,8.9,9.5,0.02,33
breakfast-cereals,Original Nature,3387390325911,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:extruded-cereals', 'en:extruded-flakes', 'en:breakfast-cereals-rich-in-fibre', 'en:mixed-cereal-flakes']",2,"['en:e306', 'en:e471']",368.0,1.8,0.6,11.0,7.6,9.4,0.9,11
breakfast-cereals,Céréales Muesli croustillant aux fruits rouges doypack de 500g,3256220394086,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:crunchy-mueslis', 'en:mueslis-with-fruits', 'en:crunchy-mueslis-with-fruits']",2,"['en:e306', 'en:e471']",436.0,14.0,2.6,18.0,8.9,8.9,0.15,52
breakfast-cereals,Quaker Cruesli Chocolat au lait maxi format,3168930010838,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:mueslis', 'en:breakfast-cereals-rich-in-fibre', 'en:crunchy-cereal-clusters', 'en:cereal-clusters-with-chocolate']",2,"['en:e306', 'en:e322', 'en:e322i']",457.0,19.0,4.8,20.0,8.7,7.7,0.51,78
breakfast-cereals,Früchte Hafer-Müsli,4000540001341,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:mueslis-with-fruits']",0,[],364.0,6.0,2.8,22.0,7.8,9.5,0.07,32
breakfast-cereals,Copos de trigo integral y arroz con chocolate con leche,8480000094872,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:flakes', 'en:extruded-cereals', 'en:extruded-flakes', 'en:cereal-flakes-with-chocolate']",5,"['en:e322', 'en:e322i', 'en:e414', 'en:e471', 'en:e904', 'en:e965', 'en:e965ii']",399.0,6.2,3.4,18.3,5.1,8.3,0.98,23
breakfast-cereals,NESTLE FITNESS Chocolat Noir Céréales 450g,7613287514271,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:extruded-cereals', 'en:breakfast-cereals-rich-in-fibre']",4,"['en:e1200', 'en:e306', 'en:e322', 'en:e322i', 'en:e414']",400.0,8.5,4.6,15.1,10.2,8.9,0.45,58
breakfast-cereals,Special flakes with red berries,5051140851460,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:flakes', 'en:cereal-flakes', 'en:extruded-cereals', 'en:cereal-flakes-with-fruits']",0,[],370.0,1.5,0.4,15.6,3.5,7.4,0.6,96
breakfast-cereals,Les fourrées cacao noisette,3760336830586,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:extruded-cereals', 'en:filled-cereals', 'en:breakfast-cereals-filled-with-chocolate', 'en:breakfast-cereals-filled-with-chocolate-hazelnuts']",0,[],423.0,15.0,2.0,21.0,4.2,7.8,0.03,15
breakfast-cereals,Ancient Grain Granola,855140002175,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:mueslis']",0,[],433.0,16.7,11.7,20.0,6.67,10.0,3.48,59
breakfast-cereals,Barres Granola au sirop d'érable,4056489233725,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:cereals-and-their-products', 'en:frozen-foods', 'en:breakfast-cereals', 'en:bars', 'en:cereal-bars']",2,"['en:e322', 'en:e500', 'en:e500i']",461.0,17.7,7.1,21.3,6.4,8.7,0.28,71
breakfast-cereals,Céréales oh my crips fruit,5010477365378,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'fr:pepites-d-avoine-grillee']",0,[],427.0,18.0,3.5,9.8,18.0,8.5,0.05,1
breakfast-cereals,Strawberry & Almond Low Sugar Granola,5060482843484,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:mueslis', 'en:cereals-with-nuts']",0,[],431.0,15.1,3.33,3.56,16.4,11.6,5.56e-05,95
breakfast-cereals,Muesli croustillant - duo de chocolats,3111900350571,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:mueslis', 'en:mueslis-with-chocolate']",1,['en:e392'],476.0,20.0,6.1,20.0,8.2,10.0,0.02,7
breakfast-cereals,Fitness Original,3387390331974,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals']",1,['en:e306'],366.0,2.1,0.6,8.8,10.7,9.4,0.56,74
breakfast-cereals,Pétales au chocolat Blé complet,3560071267032,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:extruded-cereals', 'en:breakfast-cereals-rich-in-fibre', 'en:chocolate-wheat-shells', 'en:breakfast-chocolate-cereals-not-filled-and-not-fortified-with-vitamins-and-chemical-elements']",0,[],379.0,3.4,1.6,25.0,7.6,9.3,0.22,47
breakfast-cereals,Fibra,3560071015725,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:frozen-foods', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:extruded-cereals', 'en:breakfast-cereals-rich-in-fibre', 'en:cereal-flakes-with-fruits']",2,"['en:e300', 'en:e330']",356.0,6.1,3.6,20.0,8.9,8.7,0.41,65
breakfast-cereals,Muesli 6 frutas,3560071407742,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:mueslis-with-fruits', 'en:breakfast-cereals-rich-in-fibre']",1,['en:e392'],444.0,17.0,4.8,24.0,6.2,7.6,0.02,51
breakfast-cereals,Honey Nut Cheerios,16000124790,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:seeds', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereal-grains', 'en:extruded-cereals']",1,"['en:e340', 'en:e340iii']",378.0,5.41,0.0,32.4,8.11,8.11,1.42,51
breakfast-cereals,High Protein Müsli,4056489030300,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:mueslis', 'en:mueslis-with-chocolate']",5,"['en:e170', 'en:e170i', 'en:e306', 'en:e322', 'en:e330', 'en:e503', 'en:e503i']",415.0,12.0,3.3,9.9,11.6,25.6,0.9,46
breakfast-cereals,Coco Pops,5059319024479,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:puffed-grains', 'en:chocolate-cereals', 'en:puffed-cereals', 'en:puffed-rice', 'en:chocolate-puffed-rice']",0,[],386.0,1.9,0.9,17.0,3.8,6.3,0.525,17
breakfast-cereals,Bamboo crunchy chocolate,5430000992336,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:mueslis', 'en:mueslis-with-chocolate']",1,"['en:e322', 'en:e322i']",454.0,22.0,3.7,9.8,8.0,12.0,0.2,56
breakfast-cereals,Porridge Oats,5000108022510,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:rolled-flakes', 'en:rolled-oats']",0,[],375.0,8.0,1.5,1.0,9.0,11.0,0.0,6
breakfast-cereals,Weetabix,5010029000214,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:fruhstucke', 'en:fruhstuckscerealien', 'en:pflanzliche-lebensmittel-und-getranke']",0,[],362.0,2.0,0.6,4.4,10.0,12.0,0.28,84
breakfast-cereals,Muesli croustillant 7 fruits,3421557501890,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:crunchy-mueslis', 'en:mueslis-with-fruits', 'en:crunchy-mueslis-with-fruits']",0,[],436.0,15.0,4.4,24.0,6.7,8.4,0.0,84
breakfast-cereals,Country Crisp Chocolat Noir,5010477348593,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:breakfast-cereals-rich-in-fibre', 'en:crunchy-cereal-clusters', 'en:cereal-clusters-with-chocolate']",1,"['en:e322', 'en:e322i']",453.0,16.7,4.6,20.8,6.0,9.2,0.03,16
